Attrition,BusinessTravel,Department,Education,EducationField,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
No,Travel_Rarely,Sales,2,Marketing,2,2,Sales Executive,2,5507,No,3,1,4,1
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,2,4393,No,4,3,5,1
No,Travel_Rarely,Research & Development,3,Medical,3,3,Research Director,1,13348,No,3,4,13,5
No,Travel_Rarely,Sales,2,Medical,3,2,Sales Executive,4,6583,Yes,3,3,5,1
No,Travel_Rarely,Sales,1,Medical,2,2,Sales Executive,4,8103,Yes,3,2,4,0
No,Travel_Rarely,Research & Development,3,Medical,4,1,Laboratory Technician,3,3978,No,3,2,2,2
No,Travel_Frequently,Research & Development,3,Other,4,1,Laboratory Technician,4,2544,No,3,3,7,7
No,Travel_Frequently,Research & Development,4,Medical,3,2,Healthcare Representative,3,5399,No,3,3,4,0
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,3,5487,No,3,2,10,0
No,Travel_Frequently,Sales,2,Life Sciences,2,2,Sales Executive,4,6834,Yes,3,3,7,0
Yes,Travel_Frequently,Sales,3,Technical Degree,4,1,Sales Representative,1,1091,No,3,3,1,0
No,Non-Travel,Sales,4,Life Sciences,1,2,Sales Executive,3,5736,No,3,3,3,1
No,Travel_Rarely,Research & Development,4,Technical Degree,3,1,Research Scientist,2,2226,No,3,2,5,1
No,Travel_Frequently,Research & Development,4,Other,2,2,Research Scientist,4,5747,Yes,3,3,15,6
Yes,Travel_Rarely,Sales,2,Marketing,3,2,Sales Executive,3,9854,Yes,3,3,2,2
No,Non-Travel,Research & Development,4,Technical Degree,3,2,Research Scientist,2,5467,No,3,4,8,1
No,Travel_Rarely,Sales,5,Marketing,2,2,Sales Executive,1,5380,No,3,3,0,0
No,Travel_Rarely,Research & Development,2,Medical,3,2,Manufacturing Director,1,5151,No,4,3,10,7
No,Travel_Frequently,Research & Development,3,Medical,2,2,Research Scientist,2,2133,Yes,3,3,20,0
No,Travel_Rarely,Sales,3,Life Sciences,3,4,Manager,4,17875,Yes,3,2,1,0
Yes,Travel_Frequently,Research & Development,2,Life Sciences,4,1,Research Scientist,3,2432,Yes,3,3,4,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,4,4771,No,3,4,5,0
No,Travel_Frequently,Research & Development,1,Life Sciences,3,5,Research Director,4,19161,No,3,3,5,4
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,4,5087,Yes,3,3,0,0
Yes,Travel_Frequently,Human Resources,3,Human Resources,2,1,Human Resources,2,2863,No,3,3,1,0
No,Travel_Rarely,Sales,4,Medical,3,2,Sales Executive,1,5561,No,3,1,5,0
No,Non-Travel,Research & Development,3,Medical,3,1,Research Scientist,3,2144,No,3,2,5,1
No,Non-Travel,Research & Development,2,Medical,3,1,Research Scientist,1,3065,Yes,3,4,4,2
No,Non-Travel,Research & Development,4,Life Sciences,4,1,Laboratory Technician,2,2810,No,4,3,5,0
No,Travel_Rarely,Sales,3,Marketing,3,3,Sales Executive,4,9888,No,4,2,14,2
No,Travel_Rarely,Sales,4,Medical,3,3,Sales Executive,3,8628,No,3,2,8,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,1,2867,No,3,2,7,7
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Healthcare Representative,1,5373,No,3,2,5,0
No,Non-Travel,Research & Development,4,Medical,3,2,Healthcare Representative,4,6667,No,3,3,5,1
No,Travel_Frequently,Research & Development,3,Life Sciences,1,2,Research Scientist,1,5003,No,4,3,10,8
Yes,Travel_Rarely,Research & Development,3,Technical Degree,2,1,Laboratory Technician,4,2367,No,3,2,4,0
No,Travel_Rarely,Sales,3,Life Sciences,2,1,Sales Representative,1,2858,No,3,2,1,0
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,4,5204,Yes,3,3,10,0
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,4,4105,No,3,3,7,0
No,Travel_Rarely,Research & Development,4,Life Sciences,2,2,Manufacturing Director,4,9679,No,4,3,1,0
Yes,Travel_Frequently,Sales,4,Marketing,3,2,Sales Executive,4,5617,Yes,3,3,10,0
Yes,Travel_Rarely,Sales,4,Life Sciences,3,3,Sales Executive,1,10448,Yes,3,2,2,2
No,Travel_Rarely,Research & Development,2,Life Sciences,3,2,Research Scientist,3,2897,No,3,2,4,2
No,Travel_Frequently,Research & Development,2,Life Sciences,3,2,Healthcare Representative,3,5968,No,4,3,9,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Healthcare Representative,3,7510,No,3,3,10,0
No,Travel_Frequently,Human Resources,4,Other,3,1,Human Resources,2,2991,Yes,3,3,6,1
No,Travel_Rarely,Human Resources,4,Human Resources,4,5,Manager,2,19636,Yes,3,3,10,1
No,Travel_Rarely,Research & Development,1,Medical,1,1,Laboratory Technician,4,1129,Yes,3,3,1,0
No,Travel_Rarely,Sales,4,Marketing,3,4,Sales Executive,1,13341,No,3,3,20,11
No,Non-Travel,Research & Development,2,Life Sciences,2,2,Research Scientist,3,4332,No,3,3,20,3
No,Non-Travel,Research & Development,3,Medical,3,3,Research Director,3,11031,No,4,4,11,4
No,Travel_Rarely,Research & Development,3,Medical,3,2,Manufacturing Director,1,4440,Yes,3,3,5,1
No,Travel_Rarely,Research & Development,2,Life Sciences,2,2,Healthcare Representative,3,4617,No,3,2,4,1
No,Travel_Rarely,Research & Development,2,Other,3,1,Laboratory Technician,4,2647,No,3,4,5,1
No,Travel_Frequently,Research & Development,3,Technical Degree,3,2,Laboratory Technician,3,6323,No,3,4,10,9
No,Travel_Rarely,Sales,2,Marketing,3,2,Sales Executive,2,5677,No,3,3,11,5
No,Travel_Rarely,Human Resources,3,Human Resources,3,1,Human Resources,2,2187,No,3,3,2,1
No,Travel_Rarely,Research & Development,2,Medical,3,1,Laboratory Technician,2,3748,No,3,2,12,1
No,Travel_Rarely,Research & Development,1,Other,3,1,Laboratory Technician,3,3977,Yes,3,2,2,0
No,Travel_Rarely,Research & Development,3,Medical,3,3,Healthcare Representative,3,8633,No,4,3,17,12
No,Non-Travel,Research & Development,2,Medical,2,1,Laboratory Technician,3,2008,No,3,2,1,0
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,2,4440,No,3,3,15,5
No,Travel_Rarely,Sales,2,Life Sciences,3,1,Sales Representative,3,3067,No,3,3,2,1
No,Travel_Frequently,Research & Development,4,Life Sciences,2,2,Manufacturing Director,3,5321,No,3,3,8,7
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Research Scientist,1,5410,Yes,3,2,4,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,2782,No,4,3,5,1
No,Non-Travel,Research & Development,1,Medical,3,3,Research Director,2,11957,No,3,1,13,5
No,Travel_Rarely,Research & Development,4,Medical,3,1,Laboratory Technician,3,2660,Yes,3,3,2,2
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,3,3375,No,3,4,3,1
No,Travel_Rarely,Research & Development,4,Medical,3,2,Research Scientist,3,5098,No,3,3,10,0
No,Travel_Rarely,Research & Development,2,Medical,3,2,Healthcare Representative,4,4878,Yes,3,3,9,8
No,Travel_Rarely,Research & Development,4,Life Sciences,2,1,Laboratory Technician,2,2837,No,3,3,6,4
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,4,2406,No,3,2,1,0
No,Travel_Rarely,Sales,4,Medical,2,1,Sales Representative,2,2269,No,3,3,2,2
No,Travel_Rarely,Research & Development,1,Life Sciences,3,2,Research Scientist,4,4108,No,3,3,7,1
No,Travel_Rarely,Research & Development,3,Medical,1,3,Research Director,3,13206,No,3,3,18,1
No,Travel_Rarely,Sales,4,Marketing,3,3,Sales Executive,4,10422,No,3,3,14,5
No,Travel_Rarely,Research & Development,3,Life Sciences,4,3,Research Director,4,13744,Yes,4,3,16,6
No,Travel_Rarely,Sales,2,Other,3,2,Sales Executive,3,4907,Yes,4,2,5,0
No,Non-Travel,Sales,4,Life Sciences,3,1,Sales Representative,4,3482,No,3,2,9,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,4,2436,Yes,3,3,4,1
No,Travel_Rarely,Sales,1,Medical,3,1,Sales Representative,1,2380,Yes,3,3,2,1
No,Non-Travel,Research & Development,3,Life Sciences,3,5,Manager,4,19431,No,3,2,6,1
Yes,Travel_Frequently,Sales,3,Marketing,3,1,Sales Representative,1,1790,No,3,2,1,1
No,Travel_Rarely,Sales,3,Medical,2,3,Sales Executive,4,7644,No,3,3,9,3
No,Travel_Frequently,Research & Development,2,Life Sciences,3,2,Manufacturing Director,2,5131,No,3,3,4,0
No,Non-Travel,Research & Development,4,Life Sciences,3,2,Healthcare Representative,3,6306,No,4,2,13,1
Yes,Travel_Rarely,Research & Development,4,Medical,3,1,Research Scientist,4,4787,Yes,3,4,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,5,Manager,3,18880,No,3,2,22,4
Yes,Travel_Rarely,Research & Development,2,Technical Degree,3,1,Laboratory Technician,3,2339,No,3,1,10,9
No,Travel_Rarely,Research & Development,4,Life Sciences,2,4,Manufacturing Director,2,13570,No,4,3,20,0
No,Travel_Rarely,Sales,3,Marketing,2,2,Sales Executive,3,6712,No,4,3,8,1
No,Non-Travel,Sales,4,Marketing,1,2,Sales Executive,4,5406,No,4,2,15,11
No,Travel_Rarely,Sales,3,Life Sciences,2,2,Sales Executive,2,8938,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Research Scientist,1,2439,No,3,3,4,1
No,Travel_Rarely,Human Resources,4,Life Sciences,3,3,Human Resources,4,8837,Yes,3,3,9,1
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,4,5343,No,3,3,10,1
Yes,Travel_Frequently,Sales,4,Life Sciences,3,2,Sales Executive,3,6728,No,3,3,6,0
No,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,4,6652,No,3,2,6,0
No,Travel_Rarely,Sales,3,Life Sciences,3,2,Sales Executive,3,4850,No,3,3,5,0
No,Travel_Rarely,Research & Development,4,Life Sciences,2,1,Research Scientist,3,2809,No,3,3,2,2
No,Travel_Frequently,Research & Development,4,Life Sciences,3,2,Healthcare Representative,3,5689,Yes,3,4,10,0
No,Travel_Rarely,Research & Development,4,Medical,3,1,Research Scientist,3,2001,No,3,3,5,0
No,Travel_Rarely,Research & Development,4,Life Sciences,1,1,Research Scientist,4,2977,No,3,3,4,1
No,Travel_Rarely,Research & Development,2,Other,2,2,Laboratory Technician,2,4025,Yes,3,3,4,0
No,Travel_Rarely,Research & Development,4,Medical,2,1,Research Scientist,1,3785,No,3,1,5,0
Yes,Travel_Rarely,Sales,3,Marketing,2,3,Sales Executive,1,10854,Yes,3,3,3,2
No,Travel_Rarely,Sales,1,Marketing,2,4,Sales Executive,4,12031,No,3,2,20,9
No,Non-Travel,Research & Development,3,Medical,3,2,Manufacturing Director,1,9936,No,3,3,9,1
No,Travel_Rarely,Sales,3,Other,2,1,Sales Representative,3,2966,No,3,3,4,0
No,Travel_Frequently,Research & Development,2,Medical,4,2,Laboratory Technician,4,2571,No,3,3,5,0
No,Travel_Rarely,Research & Development,1,Medical,2,3,Healthcare Representative,1,9991,No,3,3,7,1
No,Travel_Rarely,Research & Development,3,Life Sciences,4,2,Manufacturing Director,2,6142,Yes,4,3,6,0
No,Travel_Frequently,Sales,3,Medical,2,2,Sales Executive,2,5390,No,3,2,9,0
No,Travel_Rarely,Research & Development,3,Medical,4,2,Laboratory Technician,3,4404,No,3,4,4,1
